filter,signals,successes,failures,time_exits,success_rate,wilson_low,avg_net_return_pct
opening_width_pct <= 2.5; cum_value_bil <= 8; cum_value_bil <= 10,18,7,4,7,38.89,20.3,-0.07
opening_width_pct <= 2.5; cum_value_bil <= 8; cum_value_bil <= 15,18,7,4,7,38.89,20.3,-0.07
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.8; distance_from_60d_high_pct <= -10,18,7,6,5,38.89,20.3,-0.167
opening_width_pct <= 3.0; distance_from_60d_high_pct <= -8; distance_from_60d_high_pct <= -10,18,7,6,5,38.89,20.3,-0.167
entry_vs_opening_high_pct >= -0.8; volume_ratio >= 2.0; market_median_change_pct >= -0.5,18,7,5,6,38.89,20.3,-0.177
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 5; entry_gap_pct >= -1,18,7,5,6,38.89,20.3,-0.12
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0; distance_from_60d_high_pct <= -10,18,7,6,5,38.89,20.3,-0.167
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 15; market_median_change_pct >= -0.5,18,7,7,4,38.89,20.3,-0.281
volume_ratio >= 2.0; market_median_change_pct >= -0.5; market_median_change_pct >= 0,18,7,5,6,38.89,20.3,-0.177
volume_ratio >= 2.0; market_median_change_pct >= 0; entry_gap_pct >= -1.5,18,7,5,6,38.89,20.3,-0.177
volume_ratio >= 2.0; market_median_change_pct >= 0; entry_gap_pct >= -1,18,7,5,6,38.89,20.3,-0.177
cum_value_bil <= 10; cum_value_bil <= 15; entry_gap_pct >= -0.5,18,7,8,3,38.89,20.3,-0.285
cum_value_bil <= 10; entry_gap_pct >= -1.5; entry_gap_pct >= -0.5,18,7,8,3,38.89,20.3,-0.285
cum_value_bil <= 10; entry_gap_pct >= -1; entry_gap_pct >= -0.5,18,7,8,3,38.89,20.3,-0.285
market_median_change_pct >= -0.5; market_median_change_pct >= 0; distance_from_60d_high_pct <= -10,18,7,6,5,38.89,20.3,-0.167
market_median_change_pct >= -0.5; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -10,18,7,6,5,38.89,20.3,-0.167
market_median_change_pct >= -0.5; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -8,18,7,7,4,38.89,20.3,-0.27
market_median_change_pct >= 0; distance_from_60d_high_pct <= -8; distance_from_60d_high_pct <= -10,18,7,6,5,38.89,20.3,-0.167
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.3,31,12,16,3,38.71,23.73,-0.359
opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.3,31,12,15,4,38.71,23.73,-0.351
entry_vs_opening_high_pct >= -0.8; distance_from_60d_high_pct <= -8,31,12,13,6,38.71,23.73,-0.282
entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -8,31,12,13,6,38.71,23.73,-0.282
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.3,26,10,15,1,38.46,22.43,-0.429
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5,26,10,12,4,38.46,22.43,-0.344
cum_value_bil <= 8; entry_gap_pct >= -1.5,26,10,9,7,38.46,22.43,-0.198
signal_hhmm <= 935; signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.3,26,10,15,1,38.46,22.43,-0.429
signal_hhmm <= 935; opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.8,26,10,13,3,38.46,22.43,-0.359
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1.5,26,10,15,1,38.46,22.43,-0.429
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1,26,10,15,1,38.46,22.43,-0.429
signal_hhmm <= 940; opening_width_pct <= 3.0; cum_value_bil <= 10,26,10,9,7,38.46,22.43,-0.198
signal_hhmm <= 940; opening_width_pct <= 3.0; cum_value_bil <= 15,26,10,9,7,38.46,22.43,-0.198
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5,26,10,12,4,38.46,22.43,-0.344
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 15,26,10,10,6,38.46,22.43,-0.233
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -1.5,26,10,12,4,38.46,22.43,-0.344
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -1,26,10,12,4,38.46,22.43,-0.344
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= -0.5,26,10,13,3,38.46,22.43,-0.347
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -1.5,26,10,14,2,38.46,22.43,-0.367
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -1,26,10,14,2,38.46,22.43,-0.367
signal_hhmm <= 940; cum_value_bil <= 15; market_median_change_pct >= -0.5,26,10,9,7,38.46,22.43,-0.198
opening_width_pct <= 3.0; entry_gap_pct >= -1; distance_from_60d_high_pct <= -8,26,10,10,6,38.46,22.43,-0.255
cum_value_bil <= 8; cum_value_bil <= 10; entry_gap_pct >= -1.5,26,10,9,7,38.46,22.43,-0.198
cum_value_bil <= 8; cum_value_bil <= 15; entry_gap_pct >= -1.5,26,10,9,7,38.46,22.43,-0.198
market_median_change_pct >= -0.5; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -8,26,10,10,6,38.46,22.43,-0.255
signal_hhmm <= 925; cum_value_bil <= 10,13,5,5,3,38.46,17.71,-0.257
signal_hhmm <= 930; volume_ratio >= 2.0,13,5,6,2,38.46,17.71,-0.356
signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= 0.3,13,5,7,1,38.46,17.71,-0.397
entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -10,13,5,5,3,38.46,17.71,-0.233
signal_hhmm <= 925; signal_hhmm <= 930; cum_value_bil <= 10,13,5,5,3,38.46,17.71,-0.257
signal_hhmm <= 925; signal_hhmm <= 935; cum_value_bil <= 10,13,5,5,3,38.46,17.71,-0.257
signal_hhmm <= 925; signal_hhmm <= 940; cum_value_bil <= 10,13,5,5,3,38.46,17.71,-0.257
signal_hhmm <= 925; opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.5,13,5,6,2,38.46,17.71,-0.356
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.3,13,5,7,1,38.46,17.71,-0.397
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= -0.5,13,5,6,2,38.46,17.71,-0.356
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= -0.5,13,5,7,1,38.46,17.71,-0.397
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.3; distance_from_60d_high_pct <= -8,13,5,8,0,38.46,17.71,-0.462
signal_hhmm <= 925; cum_value_bil <= 10; cum_value_bil <= 15,13,5,5,3,38.46,17.71,-0.257
signal_hhmm <= 925; cum_value_bil <= 10; entry_gap_pct >= -1.5,13,5,5,3,38.46,17.71,-0.257
signal_hhmm <= 925; cum_value_bil <= 10; entry_gap_pct >= -1,13,5,5,3,38.46,17.71,-0.257
signal_hhmm <= 930; signal_hhmm <= 935; volume_ratio >= 2.0,13,5,6,2,38.46,17.71,-0.356
signal_hhmm <= 930; signal_hhmm <= 940; volume_ratio >= 2.0,13,5,6,2,38.46,17.71,-0.356
signal_hhmm <= 930; opening_width_pct <= 2.5; cum_value_bil <= 10,13,5,4,4,38.46,17.71,-0.187
signal_hhmm <= 930; opening_width_pct <= 2.5; cum_value_bil <= 15,13,5,4,4,38.46,17.71,-0.187
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.8; volume_ratio >= 2.0,13,5,6,2,38.46,17.71,-0.356
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.5; distance_from_60d_high_pct <= -8,13,5,7,1,38.46,17.71,-0.421
signal_hhmm <= 930; volume_ratio >= 2.0; entry_gap_pct >= -1.5,13,5,6,2,38.46,17.71,-0.356
signal_hhmm <= 930; volume_ratio >= 2.0; entry_gap_pct >= -1,13,5,6,2,38.46,17.71,-0.356
signal_hhmm <= 930; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -10,13,5,6,2,38.46,17.71,-0.322
signal_hhmm <= 930; entry_gap_pct >= -1; distance_from_60d_high_pct <= -10,13,5,6,2,38.46,17.71,-0.322
signal_hhmm <= 935; cum_value_bil <= 10; entry_gap_pct >= -0.5,13,5,7,1,38.46,17.71,-0.362
signal_hhmm <= 940; opening_width_pct <= 2.5; volume_ratio >= 2.0,13,5,3,5,38.46,17.71,-0.104
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 0.3,13,5,7,1,38.46,17.71,-0.422
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.2; market_median_change_pct >= -0.5,13,5,6,2,38.46,17.71,-0.333
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.2; market_median_change_pct >= 0,13,5,6,2,38.46,17.71,-0.333
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= 0.3,13,5,7,1,38.46,17.71,-0.397
signal_hhmm <= 940; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -10,13,5,5,3,38.46,17.71,-0.233
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.5,13,5,7,1,38.46,17.71,-0.397
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.5; volume_ratio >= 2.0,13,5,3,5,38.46,17.71,-0.207
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 5,13,5,4,4,38.46,17.71,-0.227
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 8,13,5,4,4,38.46,17.71,-0.227
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.5; distance_from_60d_high_pct <= -10,13,5,5,3,38.46,17.71,-0.292
opening_width_pct <= 2.5; signal_close_vs_vwap_pct >= 0.3; distance_from_60d_high_pct <= -10,13,5,6,2,38.46,17.71,-0.298
opening_width_pct <= 2.5; cum_value_bil <= 10; distance_from_60d_high_pct <= -10,13,5,3,5,38.46,17.71,-0.069
opening_width_pct <= 2.5; cum_value_bil <= 15; distance_from_60d_high_pct <= -10,13,5,3,5,38.46,17.71,-0.069
entry_vs_opening_high_pct >= -0.8; volume_ratio >= 2.0; entry_gap_pct >= -0.5,13,5,5,3,38.46,17.71,-0.313
entry_vs_opening_high_pct >= -0.8; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -10,13,5,5,3,38.46,17.71,-0.233
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -0.5,13,5,8,0,38.46,17.71,-0.462
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 5; market_median_change_pct >= -0.5,13,5,4,4,38.46,17.71,-0.227
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 8; entry_gap_pct >= -0.5,13,5,7,1,38.46,17.71,-0.422
signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= -0.5; market_median_change_pct >= 0.3,13,5,7,1,38.46,17.71,-0.397
signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= 0; market_median_change_pct >= 0.3,13,5,7,1,38.46,17.71,-0.397
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 8; market_median_change_pct >= -0.5,13,5,6,2,38.46,17.71,-0.273
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 8; market_median_change_pct >= 0,13,5,6,2,38.46,17.71,-0.273
signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -8,13,5,8,0,38.46,17.71,-0.462
cum_value_bil <= 5; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -8,13,5,3,5,38.46,17.71,-0.069
cum_value_bil <= 8; market_median_change_pct >= 0; distance_from_60d_high_pct <= -8,13,5,3,5,38.46,17.71,-0.069
market_median_change_pct >= -0.5; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -10,13,5,5,3,38.46,17.71,-0.233
entry_gap_pct >= -1.5; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -10,13,5,5,3,38.46,17.71,-0.233
entry_gap_pct >= -1; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -10,13,5,5,3,38.46,17.71,-0.233
entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -8; distance_from_60d_high_pct <= -10,13,5,5,3,38.46,17.71,-0.233
signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1.5,34,13,17,4,38.24,23.9,-0.373
signal_hhmm <= 930; distance_from_60d_high_pct <= -8,21,8,11,2,38.1,20.75,-0.385
signal_hhmm <= 940; cum_value_bil <= 5,21,8,6,7,38.1,20.75,-0.145
signal_hhmm <= 930; signal_hhmm <= 935; distance_from_60d_high_pct <= -8,21,8,11,2,38.1,20.75,-0.385
signal_hhmm <= 930; signal_hhmm <= 940; distance_from_60d_high_pct <= -8,21,8,11,2,38.1,20.75,-0.385
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= -0.5,21,8,12,1,38.1,20.75,-0.431
signal_hhmm <= 940; cum_value_bil <= 5; cum_value_bil <= 8,21,8,6,7,38.1,20.75,-0.145
signal_hhmm <= 940; cum_value_bil <= 5; cum_value_bil <= 10,21,8,6,7,38.1,20.75,-0.145
signal_hhmm <= 940; cum_value_bil <= 5; cum_value_bil <= 15,21,8,6,7,38.1,20.75,-0.145
signal_hhmm <= 940; cum_value_bil <= 8; market_median_change_pct >= -0.5,21,8,6,7,38.1,20.75,-0.145
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 8; entry_gap_pct >= -1,21,8,7,6,38.1,20.75,-0.188
cum_value_bil <= 8; market_median_change_pct >= -0.5; entry_gap_pct >= -1,21,8,6,7,38.1,20.75,-0.145
entry_vs_opening_high_pct >= -0.5,29,11,13,5,37.93,22.69,-0.362
signal_hhmm <= 935; opening_width_pct <= 3.0,29,11,14,4,37.93,22.69,-0.353
signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.8,29,11,15,3,37.93,22.69,-0.384
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5,29,11,13,5,37.93,22.69,-0.362
cum_value_bil <= 10; entry_gap_pct >= -1.5,29,11,11,7,37.93,22.69,-0.24
cum_value_bil <= 15; entry_gap_pct >= -1,29,11,11,7,37.93,22.69,-0.24
signal_hhmm <= 935; signal_hhmm <= 940; opening_width_pct <= 3.0,29,11,14,4,37.93,22.69,-0.353
signal_hhmm <= 935; signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.8,29,11,15,3,37.93,22.69,-0.384
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.3,29,11,15,3,37.93,22.69,-0.373
signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= -0.5; entry_gap_pct >= -1.5,29,11,14,4,37.93,22.69,-0.364
cum_value_bil <= 10; cum_value_bil <= 15; entry_gap_pct >= -1.5,29,11,11,7,37.93,22.69,-0.24
cum_value_bil <= 15; entry_gap_pct >= -1.5; entry_gap_pct >= -1,29,11,11,7,37.93,22.69,-0.24
market_median_change_pct >= -0.5,37,14,15,8,37.84,24.06,-0.286
signal_hhmm <= 935,32,12,16,4,37.5,22.93,-0.376
signal_hhmm <= 935; signal_hhmm <= 940,32,12,16,4,37.5,22.93,-0.376
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.3,32,12,16,4,37.5,22.93,-0.386
signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= -0.5,24,9,12,3,37.5,21.16,-0.377
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= -0.5,24,9,11,4,37.5,21.16,-0.361
signal_hhmm <= 940; cum_value_bil <= 8; entry_gap_pct >= -1.5,24,9,8,7,37.5,21.16,-0.202
signal_hhmm <= 940; cum_value_bil <= 8; entry_gap_pct >= -1,24,9,8,7,37.5,21.16,-0.202
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 10,24,9,9,6,37.5,21.16,-0.24
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 15,24,9,9,6,37.5,21.16,-0.24
opening_width_pct <= 3.0; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -8,24,9,9,6,37.5,21.16,-0.264
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 10; entry_gap_pct >= -1,24,9,9,6,37.5,21.16,-0.24
cum_value_bil <= 10; market_median_change_pct >= -0.5; entry_gap_pct >= -1,24,9,8,7,37.5,21.16,-0.202
signal_hhmm <= 925; market_median_change_pct >= -0.5,16,6,7,3,37.5,18.48,-0.321
signal_hhmm <= 925; distance_from_60d_high_pct <= -8,16,6,8,2,37.5,18.48,-0.374
entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 0.3,16,6,8,2,37.5,18.48,-0.439
cum_value_bil <= 8; entry_gap_pct >= -0.5,16,6,7,3,37.5,18.48,-0.302
signal_hhmm <= 925; signal_hhmm <= 930; market_median_change_pct >= -0.5,16,6,7,3,37.5,18.48,-0.321
signal_hhmm <= 925; signal_hhmm <= 930; distance_from_60d_high_pct <= -8,16,6,8,2,37.5,18.48,-0.374
signal_hhmm <= 925; signal_hhmm <= 935; market_median_change_pct >= -0.5,16,6,7,3,37.5,18.48,-0.321
signal_hhmm <= 925; signal_hhmm <= 935; distance_from_60d_high_pct <= -8,16,6,8,2,37.5,18.48,-0.374
signal_hhmm <= 925; signal_hhmm <= 940; market_median_change_pct >= -0.5,16,6,7,3,37.5,18.48,-0.321
signal_hhmm <= 925; signal_hhmm <= 940; distance_from_60d_high_pct <= -8,16,6,8,2,37.5,18.48,-0.374
signal_hhmm <= 925; market_median_change_pct >= -0.5; entry_gap_pct >= -1.5,16,6,7,3,37.5,18.48,-0.321
signal_hhmm <= 925; market_median_change_pct >= -0.5; entry_gap_pct >= -1,16,6,7,3,37.5,18.48,-0.321
signal_hhmm <= 925; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -8,16,6,8,2,37.5,18.48,-0.374
signal_hhmm <= 925; entry_gap_pct >= -1; distance_from_60d_high_pct <= -8,16,6,8,2,37.5,18.48,-0.374
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 10,16,6,7,3,37.5,18.48,-0.321
signal_hhmm <= 930; cum_value_bil <= 8; entry_gap_pct >= -1.5,16,6,6,4,37.5,18.48,-0.265
signal_hhmm <= 930; cum_value_bil <= 8; entry_gap_pct >= -1,16,6,6,4,37.5,18.48,-0.265
signal_hhmm <= 930; cum_value_bil <= 10; market_median_change_pct >= -0.5,16,6,6,4,37.5,18.48,-0.265
signal_hhmm <= 935; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -8,16,6,9,1,37.5,18.48,-0.407
signal_hhmm <= 940; opening_width_pct <= 2.5; cum_value_bil <= 5,16,6,3,7,37.5,18.48,-0.06
signal_hhmm <= 940; opening_width_pct <= 2.5; distance_from_60d_high_pct <= -10,16,6,5,5,37.5,18.48,-0.169
signal_hhmm <= 940; volume_ratio >= 2.0; market_median_change_pct >= 0,16,6,5,5,37.5,18.48,-0.197
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 5,16,6,4,6,37.5,18.48,-0.116
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 8,16,6,4,6,37.5,18.48,-0.116
opening_width_pct <= 2.5; cum_value_bil <= 8; entry_gap_pct >= -1,16,6,3,7,37.5,18.48,-0.06
opening_width_pct <= 3.0; volume_ratio >= 2.0; market_median_change_pct >= -0.5,16,6,4,6,37.5,18.48,-0.18
opening_width_pct <= 3.0; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -10,16,6,5,5,37.5,18.48,-0.169
opening_width_pct <= 3.0; entry_gap_pct >= -1; distance_from_60d_high_pct <= -10,16,6,5,5,37.5,18.48,-0.169
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 0.3,16,6,8,2,37.5,18.48,-0.439
entry_vs_opening_high_pct >= -0.5; entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 0.3,16,6,8,2,37.5,18.48,-0.439
entry_vs_opening_high_pct >= -0.5; cum_value_bil <= 10; market_median_change_pct >= 0,16,6,6,4,37.5,18.48,-0.297
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 15; entry_gap_pct >= -0.5,16,6,9,1,37.5,18.48,-0.455
signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -8,16,6,8,2,37.5,18.48,-0.439
cum_value_bil <= 8; cum_value_bil <= 10; entry_gap_pct >= -0.5,16,6,7,3,37.5,18.48,-0.302
cum_value_bil <= 8; cum_value_bil <= 15; entry_gap_pct >= -0.5,16,6,7,3,37.5,18.48,-0.302
cum_value_bil <= 8; entry_gap_pct >= -1.5; entry_gap_pct >= -0.5,16,6,7,3,37.5,18.48,-0.302
cum_value_bil <= 8; entry_gap_pct >= -1; entry_gap_pct >= -0.5,16,6,7,3,37.5,18.48,-0.302
cum_value_bil <= 10; market_median_change_pct >= 0; distance_from_60d_high_pct <= -8,16,6,5,5,37.5,18.48,-0.169
market_median_change_pct >= 0; entry_gap_pct >= -1; distance_from_60d_high_pct <= -10,16,6,5,5,37.5,18.48,-0.169
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.2,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.8,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; cum_value_bil <= 5,8,3,2,3,37.5,13.68,-0.155
signal_hhmm <= 935; entry_vs_opening_high_pct >= 0,8,3,5,0,37.5,13.68,-0.488
opening_width_pct <= 3.0; day_change_pct >= 7,8,3,5,0,37.5,13.68,-0.488
entry_vs_opening_high_pct >= -0.5; day_change_pct >= 7,8,3,5,0,37.5,13.68,-0.488
market_median_change_pct >= 0.5; entry_gap_pct >= -1.5,8,3,4,1,37.5,13.68,-0.326
market_median_change_pct >= 0.5; entry_gap_pct >= -1,8,3,4,1,37.5,13.68,-0.326
day_change_pct >= 7; entry_gap_pct >= -1.5,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.2,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.8,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; signal_hhmm <= 930; cum_value_bil <= 5,8,3,2,3,37.5,13.68,-0.155
signal_hhmm <= 925; signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.2,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.8,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; signal_hhmm <= 935; cum_value_bil <= 5,8,3,2,3,37.5,13.68,-0.155
signal_hhmm <= 925; signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.2,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.8,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; signal_hhmm <= 940; cum_value_bil <= 5,8,3,2,3,37.5,13.68,-0.155
signal_hhmm <= 925; opening_width_pct <= 3.0; cum_value_bil <= 5,8,3,2,3,37.5,13.68,-0.155
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.2,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.8,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 5,8,3,2,3,37.5,13.68,-0.155
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.5; entry_vs_opening_high_pct >= -0.2,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.8,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -0.5,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 0.3,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.2; entry_gap_pct >= -1.5,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.2; entry_gap_pct >= -1,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.2; distance_from_60d_high_pct <= -8,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.8,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.5; signal_close_vs_vwap_pct >= 0.8,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.5; volume_ratio >= 2.0,8,3,4,1,37.5,13.68,-0.382
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 10,8,3,4,1,37.5,13.68,-0.382
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1.5,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -1,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 925; cum_value_bil <= 5; cum_value_bil <= 8,8,3,2,3,37.5,13.68,-0.155
signal_hhmm <= 925; cum_value_bil <= 5; cum_value_bil <= 10,8,3,2,3,37.5,13.68,-0.155
signal_hhmm <= 925; cum_value_bil <= 5; cum_value_bil <= 15,8,3,2,3,37.5,13.68,-0.155
signal_hhmm <= 925; cum_value_bil <= 5; entry_gap_pct >= -1.5,8,3,2,3,37.5,13.68,-0.155
signal_hhmm <= 925; cum_value_bil <= 5; entry_gap_pct >= -1,8,3,2,3,37.5,13.68,-0.155
signal_hhmm <= 925; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -10,8,3,4,1,37.5,13.68,-0.326
signal_hhmm <= 930; opening_width_pct <= 2.0; distance_from_60d_high_pct <= -8,8,3,3,2,37.5,13.68,-0.26
signal_hhmm <= 930; opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.2,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 930; opening_width_pct <= 2.5; signal_close_vs_vwap_pct >= 0.8,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 930; opening_width_pct <= 2.5; volume_ratio >= 2.0,8,3,3,2,37.5,13.68,-0.316
signal_hhmm <= 930; opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.2,8,3,5,0,37.5,13.68,-0.488
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 0.5,8,3,5,0,37.5,13.68,-0.488
